mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:prallprall
52	50	397/2	413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	566									
52	50	199	207	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	567									
52	50	399/2	415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	568									
52	50	196	204	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	569									
52	50	199	207	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	570									
53	51	200	208	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	571									
53	51	401/2	417/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	572									
53	51	201	209	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	573									
53	51	403/2	419/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	574									
53	51	202	210	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	575									
53	51	203	211	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	576	ornamentTrill								
53	51	200	208	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	577									
53	51	201	209	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	578									
53	51	202	210	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	579									
53	51	203	211	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	580									
54	52	204	212	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	581									
54	52	205	213	1.5		1/4	1/4	Chord	2/2	1	1	3/8		1/4	3/2	582									
54	52	413/2	429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	583									
54	52	207	215	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	584									
54	52	415/2	431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	585									
54	52	204	212	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	586									
54	52	206	214	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	587									
55	53	208	216	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	588									
55	53	417/2	433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	589									
55	53	209	217	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	590									
55	53	419/2	435/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	591									
55	53	210	218	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	592									
55	53	211	219	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	593	ornamentTrill								
55	53	208	216	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	594									
55	53	209	217	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	595									
55	53	210	218	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	596									
55	53	211	219	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	597									
56	54	212	220	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	598									
56	54	213	221	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	599									
56	54	427/2	443/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	600									
56	54	214	222	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	601	ornamentTrill								
56	54	212	220	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	602									
56	54	215	223	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	603									
57	55	216	224	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	604									
57	55	433/2	449/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	605									
57	55	217	225	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	606									
57	55	435/2	451/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	607									
57	55	218	226	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	608	ornamentTrill								
57	55	216	224	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	609									
57	55	219	227	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	610									
58	56	220	228	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	611									
58	56	441/2	457/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	612									
58	56	221	229	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	613									
58	56	443/2	459/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	614									
58	56	222	230	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	615									
58	56	445/2	461/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	616									
58	56	223	231	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	617									
58	56	447/2	463/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	618									
58	56	220	228	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	619									
58	56	223	231	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	620									
59	57	224	232	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	621									
59	57	449/2	465/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4		1/4	1	622									
59	57	451/2	467/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	623									
59	57	226	234	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	624									
59	57	453/2	469/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	625									
59	57	227	235	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	626									
59	57	455/2	471/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	627									
59	57	224	232	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	628									
59	57	225	233	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	629									
59	57	226	234	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	630									
59	57	227	235	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	631									
60	58	228	236	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	632									
60	58	457/2	473/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4		1/4	1	633									
60	58	459/2	475/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	634									
60	58	230	238	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	635									
60	58	461/2	477/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	636									
60	58	231	239	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	637									
60	58	463/2	479/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	638									
60	58	228	236	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	639									
60	58	229	237	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	640									
60	58	230	238	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	641									
60	58	231	239	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	642									
61	59	232	240	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	643									
61	59	465/2	481/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4		1/4	1	644									
61	59	467/2	483/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	645									
61	59	234	242	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	646									
61	59	469/2	485/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	647									
61	59	235	243	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	648									
61	59	471/2	487/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	649									
61	59	232	240	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	650									
61	59	233	241	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	651									
61	59	234	242	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	652									
61	59	235	243	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	653									
62	60	236	244	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	654									
62	60	473/2	489/2	1.5		1/8	1/8	Chord	2/2	1	1	3/8		1/4	3/2	655									
62	60	238	246	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	656									
62	60	477/2	493/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	657									
62	60	239	247	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	658									
62	60	479/2	495/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	659									
62	60	236	244	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	660									
62	60	237	245	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	661									
62	60	238	246	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	662									
62	60	239	247	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	663									
63	61	240	248	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	664	ornamentTrill								
63	61	483/2	499/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	665									
63	61	242	250	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	666									
63	61	485/2	501/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	667									
63	61	243	251	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	668									
63	61	487/2	503/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	669									
63	61	240	248	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	670									
63	61	241	249	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	671									
63	61	242	250	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	672									
63	61	243	251	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	673									
64	62	244	252	0.0		0	0	Chord	2/2	1	1	0	grace16	1/32	1	674									
64	62	244	252	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	675	ornamentTrill								
64	62	491/2	507/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	676									
64	62	246	254	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	677									
64	62	247	255	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	678									
64	62	244	252	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	679									
64	62	245	253	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	680									
64	62	247	255	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	681									
65	63	248	256	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	682									
65	63	497/2	513/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	683									
65	63	249	257	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	684									
65	63	499/2	515/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	685									
65	63	250	258	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	686									
65	63	251	259	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	687									
65	63	248	256	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	688									
65	63	497/2	513/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	689									
65	63	249	257	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	690									
65	63	499/2	515/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	691									
65	63	250	258	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	692									
65	63	251	259	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	693									
66	64	252	260	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	694									
66	64	757/3	781/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	695									
66	64	758/3	782/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	696									
66	64	253	261	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	697									
66	64	760/3	784/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	698									
66	64	761/3	785/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	699									
66	64	254	262	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	700									
66	64	255	263	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	701									
66	64	252	260	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	702									
66	64	255	263	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	703									
67	65	256	264	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	704									
67	65	513/2	529/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	705									
67	65	257	265	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	706									
67	65	515/2	531/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	707									
67	65	258	266	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	708									
67	65	259	267	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	709									
67	65	256	264	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	710									
67	65	513/2	529/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	711									
67	65	257	265	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	712									
67	65	515/2	531/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	713									
67	65	258	266	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	714									
67	65	259	267	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	715									
68	66	260	268	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	716									
68	66	781/3	805/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	717									
68	66	782/3	806/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	718									
68	66	261	269	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	719									
68	66	784/3	808/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	720									
68	66	785/3	809/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	721									
68	66	262	270	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	722									
68	66	263	271	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	723									
68	66	260	268	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	724									
68	66	263	271	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	725									
69	67	264	272	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	726									
69	67	529/2	545/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	727									
69	67	265	273	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	728									
69	67	531/2	547/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	729									
69	67	266	274	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	730									
69	67	267	275	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	731									
69	67	264	272	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	732									
69	67	529/2	545/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	733									
69	67	265	273	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	734									
69	67	531/2	547/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	735									
69	67	266	274	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	736									
69	67	267	275	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	737									
70	68	268	276	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	738									
70	68	805/3	829/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	739									
70	68	806/3	830/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	740									
70	68	269	277	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	741									
70	68	808/3	832/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	742									
70	68	809/3	833/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	743									
70	68	270	278	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	744									
70	68	271	279	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	745									
70	68	268	276	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	746									
70	68	271	279	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	747									
71	69	272	280	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	748									
71	69	545/2	561/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	749									
71	69	273	281	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	750									
71	69	547/2	563/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	751									
71	69	274	282	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	752									
71	69	275	283	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	753									
71	69	272	280	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	754									
71	69	545/2	561/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	755									
71	69	273	281	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	756									
71	69	547/2	563/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	757									
71	69	274	282	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	758									
71	69	275	283	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	759									
72	70	276	284	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	760									
72	70	829/3	853/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	761									
72	70	830/3	854/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	762									
72	70	277	285	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	763									
72	70	832/3	856/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	764									
72	70	833/3	857/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	765									
72	70	278	286	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	766									
72	70	279	287	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	767									
72	70	276	284	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	768									
72	70	279	287	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	769									
73	71	280	288	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	770									
73	71	1121/4	1153/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	771								3	
73	71	561/2	577/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	772								3	
73	71	1123/4	1155/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	773								3	
73	71	281	289	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	774								3	
73	71	1125/4	1157/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	775								3	
73	71	563/2	579/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	776								3	
73	71	1127/4	1159/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	777									
73	71	282	290	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	778									
73	71	283	291	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	779									
73	71	280	288	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	780									
73	71	281	289	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	781									
73	71	282	290	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	782									
73	71	283	291	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	783									
74	72	284	292	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	784									
74	72	571/2	587/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	785									
74	72	286	294	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	786									
74	72	287	295	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	787									
74	72	284	292	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	788									
74	72	285	293	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	789									
74	72	286	294	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	790									
74	72	287	295	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	791									
75	73	288	296	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	792									
75	73	1153/4	1185/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	793								4	
75	73	577/2	593/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	794								4	
75	73	1155/4	1187/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	795								4	
75	73	289	297	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	796								4	
75	73	1157/4	1189/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	797								4	
75	73	579/2	595/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	798								4	
75	73	1159/4	1191/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	799									
75	73	290	298	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	800									
75	73	291	299	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	801									
75	73	288	296	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	802									
75	73	289	297	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	803									
75	73	290	298	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	804									
75	73	291	299	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	805									
76	74	292	300	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	806									
76	74	587/2	603/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	807									
76	74	294	302	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	808									
76	74	295	303	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	809									
76	74	292	300	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	810									
76	74	293	301	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	811									
76	74	294	302	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	812									
76	74	295	303	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	813									
77	75	296	304	0.25		0	0	Chord	2/2	1	1	1/16		1/16	1	814									
77	75	1185/4	1217/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16		1/16	1	815								5	
77	75	593/2	609/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	816								5	
77	75	1187/4	1219/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	817								5	
77	75	297	305	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	818								5	
77	75	1189/4	1221/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	819								5	
77	75	595/2	611/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	820								5	
77	75	1191/4	1223/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	821									
77	75	298	306	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	822									
77	75	299	307	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	823									
77	75	296	304	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	824									
77	75	297	305	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	825									
77	75	298	306	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	826									
77	75	299	307	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	827									
78	76	300	308	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	828									
78	76	603/2	619/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	829									
78	76	302	310	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	830									
78	76	303	311	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	831									
78	76	300	308	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	832									
78	76	301	309	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	833									
78	76	302	310	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	834									
78	76	303	311	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	835									
79	77	304	312	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	836									
79	77	609/2	625/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	837								6	
79	77	1219/4	1251/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	838								6	
79	77	305	313	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	839								6	
79	77	1221/4	1253/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	840								6	
79	77	611/2	627/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	841								6	
79	77	1223/4	1255/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	842									
79	77	306	314	0.25		1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	843								7	
79	77	1225/4	1257/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	844								7	
79	77	613/2	629/2	0.25		5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	845								7	
79	77	1227/4	1259/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	846								7	
79	77	307	315	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	847								7	
79	77	1229/4	1261/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	848								7	
79	77	615/2	631/2	0.125		7/8	7/8	Chord	2/2	1	1	1/32		1/32	1	849								7	
79	77	2461/8	2525/8	0.125		29/32	29/32	Chord	2/2	1	1	1/32		1/32	1	850								7	
79	77	1231/4	1263/4	0.125		15/16	15/16	Chord	2/2	1	1	1/32		1/32	1	851								7	
79	77	2463/8	2527/8	0.125		31/32	31/32	Chord	2/2	1	1	1/32		1/32	1	852									
79	77	304	312	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	853									
79	77	305	313	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	854									
79	77	306	314	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	855									
79	77	307	315	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	856									
80	78	308	316	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	857									
80	78	925/3	949/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	858									
80	78	926/3	950/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	859									
80	78	309	317	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	860									
