mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text
16	15	237/4	237/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	291	
16	15	119/2	119/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	292	
16	15	239/4	239/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	293	
16	15	60	60	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	294	
16	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	295	
16	15	57	57	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	296	
16	15	229/4	229/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	297	
16	15	115/2	115/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	298	
16	15	231/4	231/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	299	
16	15	58	58	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	300	
16	15	233/4	233/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	301	
16	15	117/2	117/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	302	
16	15	235/4	235/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	303	
16	15	59	59	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	304	
16	15	241/4	241/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	305	
16	15	121/2	121/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	306	
16	15	243/4	243/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	307	
17	16	61	61	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	308	
17	16	245/4	245/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	309	
17	16	123/2	123/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	310	
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	311	
17	16	62	62	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	312	
17	16	125/2	125/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	313	
17	16	63	63	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	314	
17	16	253/4	253/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	315	
17	16	127/2	127/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	316	
17	16	255/4	255/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	317	
17	16	64	64	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	318	
17	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	319	
17	16	61	61	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	320	
17	16	245/4	245/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	321	
17	16	123/2	123/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	322	
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	323	
17	16	62	62	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	324	
17	16	249/4	249/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	325	
17	16	125/2	125/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	326	
17	16	251/4	251/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	327	
17	16	63	63	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	328	
17	16	253/4	253/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	329	
17	16	127/2	127/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	330	
17	16	255/4	255/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	331	
17	16	64	64	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	332	
17	16	257/4	257/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	333	
17	16	129/2	129/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	334	
17	16	259/4	259/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	335	
18	17	65	65	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	336	
18	17	261/4	261/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	337	
18	17	131/2	131/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	338	
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	339	
18	17	66	66	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	340	
18	17	133/2	133/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	341	
18	17	67	67	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	342	
18	17	269/4	269/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	343	
18	17	135/2	135/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	344	
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	345	
18	17	68	68	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	346	
18	17	273/4	273/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	347	
18	17	137/2	137/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	348	
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	349	
18	17	65	65	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	350	
18	17	261/4	261/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	351	
18	17	131/2	131/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	352	
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	353	
18	17	66	66	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	354	
18	17	265/4	265/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	355	
18	17	133/2	133/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	356	
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	357	
18	17	67	67	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	358	
18	17	135/2	135/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	359	
18	17	68	68	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	360	
18	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	361	
19	18	69	69	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	362	
19	18	277/4	277/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	363	
19	18	139/2	139/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	364	
19	18	279/4	279/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	365	
19	18	70	70	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	366	
19	18	281/4	281/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	367	
19	18	141/2	141/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	368	
19	18	283/4	283/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	369	
19	18	71	71	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	370	
19	18	285/4	285/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	371	
19	18	143/2	143/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	372	
19	18	287/4	287/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	373	
19	18	72	72	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	374	
19	18	289/4	289/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	375	
19	18	145/2	145/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	376	
19	18	291/4	291/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	377	
19	18	69	69	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	378	
19	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	379	
19	18	70	70	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	380	
19	18	141/2	141/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	381	
19	18	71	71	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	382	
19	18	143/2	143/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	383	
19	18	72	72	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	384	
19	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	385	
20	19	73	73	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	386	
20	19	293/4	293/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	387	
20	19	147/2	147/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	388	
20	19	295/4	295/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	389	
20	19	74	74	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	390	
20	19	297/4	297/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	391	
20	19	149/2	149/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	392	
20	19	299/4	299/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	393	
20	19	75	75	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	394	
20	19	301/4	301/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	395	
20	19	151/2	151/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	396	
20	19	303/4	303/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	397	
20	19	76	76	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	398	
20	19	305/4	305/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	399	
20	19	153/2	153/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	400	
20	19	307/4	307/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	401	
20	19	73	73	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	402	
20	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	403	
20	19	74	74	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	404	
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	405	
20	19	75	75	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	406	
20	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	407	
20	19	76	76	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	408	
20	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	409	
21	20	77	77	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	410	
21	20	309/4	309/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	411	
21	20	155/2	155/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	412	
21	20	311/4	311/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	413	
21	20	78	78	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	414	
21	20	313/4	313/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	415	
21	20	157/2	157/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	416	
21	20	315/4	315/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	417	
21	20	79	79	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	418	
21	20	317/4	317/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	419	
21	20	159/2	159/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	420	
21	20	319/4	319/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	421	
21	20	80	80	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	422	
21	20	321/4	321/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	423	
21	20	161/2	161/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	424	
21	20	323/4	323/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	425	
21	20	77	77	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	426	
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	427	
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	428	
21	20	79	79	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	429	
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	430	
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	431	
22	21	81	81	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	432	
22	21	325/4	325/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	433	
22	21	163/2	163/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	434	
22	21	327/4	327/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	435	
22	21	82	82	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	436	
22	21	329/4	329/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	437	
22	21	165/2	165/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	438	
22	21	331/4	331/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	439	
22	21	83	83	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	440	
22	21	333/4	333/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	441	
22	21	167/2	167/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	442	
22	21	335/4	335/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	443	
22	21	84	84	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	444	
22	21	337/4	337/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	445	
22	21	169/2	169/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	446	
22	21	339/4	339/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	447	
22	21	81	81	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	448	
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	449	
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	450	
22	21	83	83	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	451	
22	21	167/2	167/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	452	
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	453	
23	22	85	85	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	454	
23	22	341/4	341/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	455	
23	22	171/2	171/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	456	
23	22	343/4	343/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	457	
23	22	86	86	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	458	
23	22	345/4	345/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	459	
23	22	173/2	173/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	460	
23	22	347/4	347/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	461	
23	22	87	87	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	462	
23	22	349/4	349/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	463	
23	22	175/2	175/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	464	
23	22	351/4	351/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	465	
23	22	88	88	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	466	
23	22	353/4	353/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	467	
23	22	177/2	177/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	468	
23	22	355/4	355/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	469	
23	22	85	85	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	470	
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	471	
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	472	
23	22	87	87	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	473	
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	474	
23	22	88	88	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	475	
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	476	
24	23	89	89	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	477	
24	23	357/4	357/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	478	
24	23	179/2	179/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	479	
24	23	359/4	359/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	480	
24	23	90	90	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	481	
24	23	361/4	361/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	482	
24	23	181/2	181/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	483	
24	23	363/4	363/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	484	
24	23	91	91	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	485	
24	23	365/4	365/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	486	
24	23	183/2	183/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	487	
24	23	367/4	367/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	488	
24	23	92	92	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	489	
24	23	369/4	369/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	490	
24	23	185/2	185/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	491	
24	23	371/4	371/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	492	
24	23	89	89	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	493	
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	494	
24	23	90	90	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	495	
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	496	
24	23	91	91	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	497	
24	23	183/2	183/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	498	
24	23	92	92	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	499	
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	500	
24	23	92	92	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	501	
25	24	373/4	373/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	502	
25	24	187/2	187/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	503	
25	24	375/4	375/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	504	
25	24	94	94	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	505	
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	506	
25	24	95	95	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	507	
25	24	381/4	381/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	508	
25	24	191/2	191/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	509	
25	24	383/4	383/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	510	
25	24	96	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	511	
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	512	
25	24	93	93	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	513	
25	24	377/4	377/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	514	
25	24	189/2	189/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	515	
25	24	379/4	379/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	516	
25	24	95	95	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	517	
25	24	385/4	385/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	518	
25	24	193/2	193/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	519	
25	24	387/4	387/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	520	
26	25	97	97	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	521	
26	25	389/4	389/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	522	
26	25	195/2	195/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	523	
26	25	391/4	391/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	524	
26	25	98	98	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	525	
26	25	197/2	197/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	526	
26	25	99	99	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	527	
26	25	397/4	397/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	528	
26	25	199/2	199/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	529	
26	25	399/4	399/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	530	
26	25	100	100	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	531	
26	25	401/4	401/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	532	
26	25	201/2	201/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	533	
26	25	403/4	403/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	534	
26	25	97	97	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	535	
26	25	393/4	393/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	536	
26	25	197/2	197/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	537	
26	25	395/4	395/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	538	
26	25	99	99	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	539	
26	25	199/2	199/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	540	
26	25	100	100	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	541	
26	25	201/2	201/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	542	
27	26	101	101	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	543	
27	26	101	101	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	544	
28	26	409/4	409/4	0.25	1/16	5/16	Chord	4/4	1	1	1/16	1/16	1	545	
28	26	205/2	205/2	0.25	1/8	3/8	Chord	4/4	1	1	1/16	1/16	1	546	
28	26	411/4	411/4	0.25	3/16	7/16	Chord	4/4	1	1	1/16	1/16	1	547	
28	26	103	103	0.5	1/4	1/2	Chord	4/4	1	1	1/8	1/8	1	548	
28	26	207/2	207/2	0.5	3/8	5/8	Chord	4/4	1	1	1/8	1/8	1	549	
28	26	104	104	0.5	1/2	3/4	Chord	4/4	1	1	1/8	1/8	1	550	
28	26	209/2	209/2	0.5	5/8	7/8	Chord	4/4	1	1	1/8	1/8	1	551	
28	26	413/4	413/4	0.25	5/16	9/16	Chord	4/4	1	2	1/16	1/16	1	552	
28	26	415/4	415/4	0.25	7/16	11/16	Chord	4/4	1	2	1/16	1/16	1	553	
28	26	417/4	417/4	0.25	9/16	13/16	Chord	4/4	1	2	1/16	1/16	1	554	
28	26	419/4	419/4	0.25	11/16	15/16	Chord	4/4	1	2	1/16	1/16	1	555	
29	27	217/2	217/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	556	
29	27	105	105	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	557	
29	27	211/2	211/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	558	
29	27	106	106	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	559	
29	27	213/2	213/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	560	
29	27	215/2	215/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	561	
29	27	108	108	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	562	
29	27	421/4	421/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	563	
29	27	423/4	423/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	564	
29	27	425/4	425/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	565	
29	27	427/4	427/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	566	
29	27	107	107	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	567	
30	28	109	109	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	568	
30	28	437/4	437/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	569	
30	28	219/2	219/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	570	
30	28	439/4	439/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	571	
30	28	110	110	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	572	
30	28	441/4	441/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	573	
30	28	221/2	221/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	574	
30	28	443/4	443/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	575	
30	28	111	111	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	576	
30	28	445/4	445/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	577	
30	28	223/2	223/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	578	
30	28	447/4	447/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	579	
30	28	112	112	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	580	
30	28	449/4	449/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	581	
30	28	225/2	225/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	582	
30	28	451/4	451/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	583	
