mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
16	16	191/2	191/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	294			
16	16	93	93	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	295			
16	16	90	90	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	296			
16	16	183/2	183/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	297			
16	16	93	93	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	298			
16	16	189/2	189/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	299			
17	17	96	96	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	300			
17	17	193/2	193/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	301			
17	17	97	97	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	302			
17	17	195/2	195/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	303			
17	17	98	98	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	304			
17	17	197/2	197/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	305			
17	17	99	99	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	306			
17	17	199/2	199/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	307			
17	17	100	100	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	308			
17	17	201/2	201/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	309			
17	17	101	101	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	310			
17	17	203/2	203/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	311			
17	17	96	96	3.0		0	0	Chord	12/8	1	2	3/4	1/2	3/2	312			
17	17	99	99	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	313			
17	17	96	96	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	314			
17	17	195/2	195/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	315			
17	17	99	99	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	316			
17	17	201/2	201/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	317			
18	18	102	102	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	318			
18	18	205/2	205/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	319			
18	18	103	103	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	320			
18	18	207/2	207/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	321			
18	18	104	104	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	322			
18	18	209/2	209/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	323			
18	18	105	105	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	324			
18	18	211/2	211/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	325			
18	18	106	106	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	326			
18	18	213/2	213/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	327			
18	18	107	107	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	328			
18	18	215/2	215/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	329			
18	18	102	102	3.0		0	0	Chord	12/8	1	2	3/4	1/2	3/2	330			
18	18	102	102	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	331			
18	18	207/2	207/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	332			
18	18	105	105	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	333			
18	18	213/2	213/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	334			
19	19	108	108	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	335			
19	19	217/2	217/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	336			
19	19	109	109	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	337			
19	19	219/2	219/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	338			
19	19	110	110	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	339			
19	19	221/2	221/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	340			
19	19	111	111	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	341			
19	19	223/2	223/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	342			
19	19	112	112	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	343			
19	19	225/2	225/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	344			
19	19	113	113	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	345			
19	19	227/2	227/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	346			
19	19	111	111	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	347			
19	19	108	108	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	348			
19	19	219/2	219/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	349			
19	19	111	111	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	350			
19	19	225/2	225/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	351			
20	20	114	114	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	352			
20	20	229/2	229/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	353			
20	20	115	115	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	354			
20	20	231/2	231/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	355			
20	20	116	116	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	356			
20	20	233/2	233/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	357			
20	20	117	117	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	358			
20	20	235/2	235/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	359			
20	20	118	118	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	360			
20	20	237/2	237/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	361			
20	20	119	119	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	362			
20	20	239/2	239/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	363			
20	20	114	114	3.0		0	0	Chord	12/8	1	2	3/4	1/2	3/2	364			
20	20	117	117	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	365			
20	20	114	114	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	366			
20	20	231/2	231/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	367			
20	20	117	117	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	368			
20	20	237/2	237/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	369			
21	21	120	120	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	370			
21	21	241/2	241/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	371			
21	21	121	121	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	372			
21	21	243/2	243/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	373			
21	21	122	122	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	374			
21	21	245/2	245/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	375			
21	21	123	123	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	376			
21	21	247/2	247/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	377			
21	21	124	124	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	378			
21	21	249/2	249/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	379			
21	21	125	125	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	380			
21	21	251/2	251/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	381			
21	21	120	120	3.0		0	0	Chord	12/8	1	2	3/4	1/2	3/2	382			
21	21	120	120	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	383			
21	21	243/2	243/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	384			
21	21	123	123	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	385			
21	21	249/2	249/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	386			
22	22	126	126	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	387			
22	22	253/2	253/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	388			
22	22	127	127	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	389			
22	22	255/2	255/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	390			
22	22	128	128	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	391			
22	22	257/2	257/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	392			
22	22	129	129	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	393			
22	22	259/2	259/2	1.5		7/8	7/8	Chord	12/8	1	1	3/8	1/4	3/2	394			
22	22	131	131	1.0		5/4	5/4	Chord	12/8	1	1	1/4	1/4	1	395			
22	22	126	126	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	396			
22	22	255/2	255/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	397			
22	22	129	129	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	398			
22	22	130	130	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	399			
22	22	261/2	261/2	1.0		9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	400			
22	22	263/2	263/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	401			
23	23	132	132	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	402			
23	23	265/2	265/2	1.5		1/8	1/8	Chord	12/8	1	1	3/8	1/4	3/2	403			
23	23	134	134	1.5		1/2	1/2	Chord	12/8	1	1	3/8	1/4	3/2	404			
23	23	271/2	271/2	1.0		7/8	7/8	Chord	12/8	1	1	1/4	1/4	1	405			
23	23	273/2	273/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	406			
23	23	137	137	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	407			
23	23	275/2	275/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	408			
23	23	132	132	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	409			
23	23	133	133	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	410			
23	23	267/2	267/2	1.0		3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	411			
23	23	269/2	269/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	412			
23	23	135	135	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	413			
23	23	136	136	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	414			
23	23	273/2	273/2	1.0		9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	415			
23	23	275/2	275/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	416			
24	24	138	138	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	417			
24	24	277/2	277/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	418			
24	24	139	139	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	419			
24	24	279/2	279/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	420			
24	24	140	140	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	421			
24	24	281/2	281/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	422			
24	24	141	141	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	423			
24	24	283/2	283/2	1.5		7/8	7/8	Chord	12/8	1	1	3/8	1/4	3/2	424			
24	24	143	143	1.0		5/4	5/4	Chord	12/8	1	1	1/4	1/4	1	425			
24	24	141	141	1.0		3/4	3/4	Chord	12/8	1	2	1/4	1/4	1	426			
24	24	138	138	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	427			
24	24	139	139	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	428			
24	24	279/2	279/2	1.0		3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	429			
24	24	281/2	281/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	430			
24	24	141	141	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	431			
24	24	142	142	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	432			
24	24	285/2	285/2	1.0		9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	433			
24	24	287/2	287/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	434			
25	25	144	144	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	435			
25	25	289/2	289/2	1.5		1/8	1/8	Chord	12/8	1	1	3/8	1/4	3/2	436			
25	25	146	146	1.5		1/2	1/2	Chord	12/8	1	1	3/8	1/4	3/2	437			
25	25	295/2	295/2	1.0		7/8	7/8	Chord	12/8	1	1	1/4	1/4	1	438			
25	25	297/2	297/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	439			
25	25	149	149	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	440			
25	25	299/2	299/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	441			
25	25	144	144	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	442			
25	25	145	145	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	443			
25	25	291/2	291/2	1.0		3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	444			
25	25	293/2	293/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	445			
25	25	147	147	1.0		3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	446			
25	25	148	148	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	447			
25	25	297/2	297/2	1.0		9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	448			
25	25	299/2	299/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	449			
26	26	150	150	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	450			
26	26	301/2	301/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	451			
26	26	151	151	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	452			
26	26	303/2	303/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	453			
26	26	152	152	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	454			
26	26	305/2	305/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	455			
26	26	153	153	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	456			
26	26	309/2	309/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	457			
26	26	155	155	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	458			
26	26	311/2	311/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	459			
26	26	153	153	1.0		3/4	3/4	Chord	12/8	1	2	1/4	1/4	1	460			
26	26	154	154	0.5		1	1	Chord	12/8	1	2	1/8	1/8	1	461			
26	26	309/2	309/2	1.5		9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	462			
26	26	150	150	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	463			
26	26	151	151	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	464			
26	26	303/2	303/2	1.0		3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	465			
26	26	305/2	305/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	466			
26	26	153	153	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	467			
26	26	307/2	307/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	468			
26	26	154	154	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	469			
26	26	309/2	309/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	470			
26	26	155	155	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	471			
26	26	311/2	311/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	472			
27	27	156	156	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	473	ornamentTrill		
27	27	313/2	313/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	474			
27	27	157	157	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	475			
27	27	315/2	315/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	476			
27	27	158	158	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	477			
27	27	317/2	317/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	478			
27	27	159	159	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	479	ornamentTrill		
27	27	319/2	319/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	480			
27	27	160	160	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	481			
27	27	321/2	321/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	482			
27	27	161	161	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	483			
27	27	323/2	323/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	484			
27	27	315/2	315/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	485			
27	27	321/2	321/2	1.5		9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	486			
27	27	156	156	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	487			
27	27	313/2	313/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	488			
27	27	157	157	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	489			
27	27	315/2	315/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	490			
27	27	158	158	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	491			
27	27	317/2	317/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	492			
27	27	159	159	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	493			
27	27	319/2	319/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	494			
27	27	160	160	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	495			
27	27	321/2	321/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	496			
27	27	161	161	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	497			
27	27	323/2	323/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	498			
28	28	162	162	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	499			
28	28	325/2	325/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	500			
28	28	163	163	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	501			
28	28	327/2	327/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	502			
28	28	164	164	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	503			
28	28	329/2	329/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	504			
28	28	165	165	1.0		3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	505			
28	28	166	166	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	506			
28	28	333/2	333/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	507			
28	28	167	167	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	508			
28	28	335/2	335/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	509			
28	28	162	162	1.0		0	0	Chord	12/8	2	1	1/4	1/4	1	510			
28	28	163	163	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	511			
28	28	327/2	327/2	1.0		3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	512			
28	28	329/2	329/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	513			
28	28	165	165	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	514			
28	28	331/2	331/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	515			
28	28	166	166	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	516			
28	28	333/2	333/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	517			
28	28	167	167	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	518			
28	28	335/2	335/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	519			
29	29	168	168	1.0		0	0	Chord	12/8	1	1	1/4	1/4	1	520			
29	29	169	169	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	521			
29	29	339/2	339/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	522			
29	29	170	170	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	523			
29	29	341/2	341/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	524			
29	29	171	171	1.0		3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	525			
29	29	172	172	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	526			
29	29	345/2	345/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	527			
29	29	173	173	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	528			
29	29	347/2	347/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	529			
29	29	168	168	0.5		0	0	Chord	12/8	1	2	1/8	1/8	1	530	ornamentTrill		
29	29	337/2	337/2	0.5		1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	531			
29	29	169	169	0.5		1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	532			
29	29	171	171	0.5		3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	533	ornamentTrill		
29	29	343/2	343/2	0.5		7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	534			
29	29	172	172	0.5		1	1	Chord	12/8	1	2	1/8	1/8	1	535			
29	29	168	168	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	536			
29	29	337/2	337/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	537			
29	29	169	169	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	538			
29	29	339/2	339/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	539			
29	29	170	170	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	540			
29	29	341/2	341/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	541			
29	29	171	171	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	542			
29	29	343/2	343/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	543			
29	29	172	172	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	544			
29	29	345/2	345/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	545			
29	29	173	173	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	546			
29	29	347/2	347/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	547			
30	30		174	0.5	1	0	0	Chord	12/8	1	1	1/8	1/8	1	548	ornamentTrill		
30	30		349/2	0.5	1	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	549			
30	30		175	0.5	1	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	550			
30	30		351/2	0.5	1	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	551			
30	30		176	0.5	1	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	552			
30	30		353/2	0.5	1	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	553			
30	30		177	1.5	1	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	554			
30	30		174	1.0	1	0	0	Chord	12/8	2	1	1/4	1/4	1	555			
30	30		175	0.5	1	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	556			
30	30		351/2	1.0	1	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	557			
30	30		353/2	0.5	1	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	558			
30	30		177	1.5	1	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	559			
30	30		357/2	0.25	1	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	560			
30	30		715/4	0.25	1	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	561			
30	30		179	0.25	1	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	562			
30	30		717/4	0.25	1	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	563			
30	30		359/2	0.25	1	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	564			
30	30		719/4	0.25	1	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	565			
31	30	174	180	0.5	2	0	0	Chord	12/8	1	1	1/8	1/8	1	566	ornamentTrill		
31	30	349/2	361/2	0.5	2	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	567			
31	30	175	181	0.5	2	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	568			
31	30	351/2	363/2	0.5	2	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	569			
31	30	176	182	0.5	2	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	570			
31	30	353/2	365/2	0.5	2	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	571			
31	30	177	183	0.5	2	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	572			
31	30	355/2	367/2	0.5	2	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	573			
31	30	178	184	0.5	2	1	1	Chord	12/8	1	1	1/8	1/8	1	574			
31	30	357/2	369/2	0.5	2	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	575			
31	30	179	185	0.5	2	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	576			
31	30	359/2	371/2	0.5	2	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	577			
31	30	174	180	1.0	2	0	0	Chord	12/8	2	1	1/4	1/4	1	578			
31	30	175	181	0.5	2	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	579			
31	30	351/2	363/2	1.0	2	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	580			
31	30	353/2	365/2	0.5	2	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	581			
31	30	177	183	1.0	2	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	582			
32	31	180	186	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	583			
32	31	361/2	373/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	584			
32	31	181	187	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	585			
32	31	363/2	375/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	586			
32	31	182	188	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	587			
32	31	365/2	377/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	588			
32	31	183	189	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	589			
32	31	369/2	381/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	590			
