mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
77	76	303/2	307/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	881	ornamentTrill							
77	76	607/4	615/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	882								
77	76	150	152	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	883								
77	76	150	152	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	884								
78	77	152	154	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	885								
78	77	153	155	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	886								
78	77	613/4	621/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	887								
78	77	307/2	311/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	888								
78	77	615/4	623/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	889								0
78	77	152	154	0.25		0	0	Chord	2/4	2	2	1/16	1/16	1	890								
78	77	609/4	617/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	891								
78	77	305/2	309/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	892								
78	77	611/4	619/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	893								
78	77	152	154	1.0		0	0	Chord	2/4	2	3	1/4	1/4	1	894								
78	77	153	155	1.0		1/4	1/4	Chord	2/4	2	3	1/4	1/4	1	895								
79	78	154	156	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	896								
79	78	617/4	625/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	897								
79	78	309/2	313/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	898								
79	78	619/4	627/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	899								
79	78	155	157	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	900								
79	78	154	156	1.0		0	0	Chord	2/4	2	2	1/4	1/4	1	901								
