mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
27	26	0	0	4/4	2	1	V/ii}{			d	III		V/ii	V				ii			}{	M	1	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
27	26	1/8	1/8	4/4	2	1	i6/ii			d	III		i6/ii	i		6		ii				m	1	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
27	26	1/4	1/4	4/4	2	1	#viio6/ii			d	III		#viio6/ii	#vii	o	6		ii				o	1	0	3, 0, 6		6	3	0	4	0.0	0.0	0.5	0.0
27	26	3/8	3/8	4/4	2	1	i/ii			d	III		i/ii	i				ii				m	1	0	1, -2, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
27	26	1/2	1/2	4/4	2	1	V6/ii			d	III		V6/ii	V		6		ii				M	1	0	6, 3, 2		2	6	0	4	0.0	0.0	1.0	0.0
27	26	5/8	5/8	4/4	2	1	i/ii			d	III		i/ii	i				ii				m	1	0	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
27	26	3/4	3/4	4/4	2	1	v6/ii			d	III		v6/ii	v		6		ii				m	1	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
27	26	7/8	7/8	4/4	2	1	iv6/ii			d	III		iv6/ii	iv		6		ii				m	1	0	-3, 1, 0		0	-3	1	4	0.2	0.0625	0.4375	0.125
28	27	0	0	4/4	2	1	V/ii			d	III		V/ii	V				ii				M	1	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
28	27	1/8	1/8	4/4	2	1	V7(9)/ii			d	III		V7(9)/ii	V		7	9	ii				Mm7	1	0	2, 6, 3, 0	-3	2	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
28	27	1/4	1/4	4/4	2	1	V(64)/ii			d	III		V(64)/ii	V			64	ii				M	1	0	2, 1, -2		2	2	0	4	0.0	0.0	0.625	0.0
28	27	3/8	3/8	4/4	2	1	V7/ii			d	III		V7/ii	V		7		ii				Mm7	1	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
28	27	1/2	1/2	4/4	2	1	i(4)/ii			d	III		i(4)/ii	i			4	ii				m	1	0	1, 0, 2		1	1	0	3	0.0	0.0	0.375	0.0
28	27	5/8	5/8	4/4	2	1	i6/ii			d	III		i6/ii	i		6		ii				m	1	0	-2, 2, 1		1	-2	1	4	0.2	0.0625	0.8125	0.07142857142857142
28	27	7/8	7/8	4/4	2	1	viio/V			d	III		viio/V	vii	o			V				o	1	0	5, 2, -1		5	5	0	2	0.0	0.0	0.25	0.0
29	28	0	0	4/4	2	1	V}{			d	III		V	V							}{	M	1	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
29	28	1/8	1/8	4/4	2	1	I6			d	III		I6	I		6						M	1	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
29	28	1/4	1/4	4/4	2	1	viio6			d	III		viio6	vii	o	6						o	1	0	1, -2, 4		4	1	0	4	0.0	0.0	0.5	0.0
29	28	3/8	3/8	4/4	2	1	I			d	III		I	I								M	1	0	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.4375	0.125
29	28	1/2	1/2	4/4	2	1	V6			d	III		V6	V		6						M	1	0	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
29	28	5/8	5/8	4/4	2	1	I			d	III		I	I								M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
29	28	3/4	3/4	4/4	2	1	V6			d	III		V6	V		6						M	1	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
29	28	7/8	7/8	4/4	2	1	viio6/V			d	III		viio6/V	vii	o	6		V				o	1	0	2, -1, 5		5	2	1	4	0.2	0.0625	0.4375	0.125
30	29	0	0	4/4	2	1	V			d	III		V	V								M	1	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
30	29	1/8	1/8	4/4	2	1	V7(9)			d	III		V7(9)	V		7	9					Mm7	1	0	0, 4, 1, -2	2	0	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
30	29	1/4	1/4	4/4	2	1	V(64)			d	III		V(64)	V			64					M	1	0	0, -1, 3		0	0	0	3	0.0	0.0	0.375	0.0
30	29	3/8	3/8	4/4	2	1	V7			d	III		V7	V		7						Mm7	1	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.5	0.0
30	29	1/2	1/2	4/4	2	1	I(94)			d	III		I(94)	I			94					M	1	0	-1, -2, 0	1	-1	-1	0	2	0.0	0.0	0.375	0.0
30	29	5/8	5/8	4/4	2	1	I			d	III		I	I								M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
30	29	3/4	3/4	4/4	2	1	V(64)			d	III		V(64)	V			64					M	1	0	0, -1, 3		0	0	3	2	0.6	0.1875	0.3125	0.375
31	30	0	0	4/4	2	1	V|HC}{			d	III		V	V						HC	}{	M	1	0	0, 4, 1		0	0	3	5	0.375	0.1875	0.6875	0.21428571428571427
31	30	1/4	1/4	4/4	2	1	ii(4)			d	III		ii(4)	ii			4					m	1	0	1, 0, 2		1	1	0	2	0.0	0.0	0.375	0.0
31	30	3/8	3/8	4/4	2	1	ii			d	III		ii	ii								m	1	0	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
31	30	1/2	1/2	4/4	2	1	vi(6)			d	III		vi(6)	vi			6					m	1	0	2, -1, -2		2	2	2	2	0.5	0.125	0.5	0.2
31	30	3/4	3/4	4/4	2	1	vi			d	III		vi	vi								m	1	0	2, -1, 3		2	2	3	4	0.42857142857142855	0.1875	0.4375	0.3
32	31	0	0	4/4	2	1	iii(4)			d	III		iii(4)	iii			4					m	1	0	3, 2, 4		3	3	0	3	0.0	0.0	0.5	0.0
32	31	1/8	1/8	4/4	2	1	iii			d	III		iii	iii								m	1	0	3, 0, 4		3	3	0	2	0.0	0.0	0.5	0.0
32	31	1/4	1/4	4/4	2	1	V(64)/iii			d	III		V(64)/iii	V			64	iii				M	1	0	4, 3, 0		4	4	3	3	0.5	0.1875	0.8125	0.1875
32	31	1/2	1/2	4/4	2	1	V/iii			d	III		V/iii	V				iii				M	1	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
32	31	5/8	5/8	4/4	2	1	V(64)/iii			d	III		V(64)/iii	V			64	iii				M	1	0	4, 3, 0		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
32	31	3/4	3/4	4/4	2	1	#viio6/iii			d	III		#viio6/iii	#vii	o	6		iii				o	1	0	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
32	31	7/8	7/8	4/4	2	1	i/iii			d	III		i/iii	i				iii				m	1	0	3, 0, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
33	32	0	0	4/4	2	1	V6/iii			d	III		V6/iii	V		6		iii				M	1	0	8, 5, 4		4	8	0	4	0.0	0.0	1.0	0.0
33	32	1/8	1/8	4/4	2	1	i/iii			d	III		i/iii	i				iii				m	1	0	3, 0, 4		3	3	0	2	0.0	0.0	0.25	0.0
33	32	1/4	1/4	4/4	2	1	v6/iii			d	III		v6/iii	v		6		iii				m	1	0	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
33	32	3/8	3/8	4/4	2	1	iv6/iii			d	III		iv6/iii	iv		6		iii				m	1	0	-1, 3, 2		2	-1	1	4	0.2	0.0625	0.4375	0.125
33	32	1/2	1/2	4/4	2	1	V/iii			d	III		V/iii	V				iii				M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.625	0.0
33	32	5/8	5/8	4/4	2	1	V7(9)/iii			d	III		V7(9)/iii	V		7	9	iii				Mm7	1	0	4, 8, 5, 2	-1	4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
33	32	3/4	3/4	4/4	2	1	V(64)/iii			d	III		V(64)/iii	V			64	iii				M	1	0	4, 3, 0		4	4	0	4	0.0	0.0	0.625	0.0
33	32	7/8	7/8	4/4	2	1	V7/iii			d	III		V7/iii	V		7		iii				Mm7	1	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.375	0.0
34	33	0	0	4/4	2	1	V(4)/vi			d	III		V(4)/vi	V			4	vi				M	1	0	3, 2, 4		3	3	0	4	0.0	0.0	0.75	0.0
34	33	1/8	1/8	4/4	2	1	V			d	III		V	V								M	1	0	0, 4, 1		0	0	5	0	1.0	0.75	0.0	1.0
34	33	3/8	3/8	4/4	2	1	IV6/vi			d	III		IV6/vi	IV		6		vi				M	1	0	5, 2, 1		1	5	1	4	0.2	0.0625	0.4375	0.125
34	33	1/2	1/2	4/4	2	1	V65/vi			d	III		V65/vi	V		65		vi				Mm7	1	0	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.5	0.0
34	33	5/8	5/8	4/4	2	1	i/vi			d	III		i/vi	i				vi				m	1	0	2, -1, 3		2	2	0	4	0.0	0.0	0.625	0.0
34	33	3/4	3/4	4/4	2	1	ii%7/vi			d	III		ii%7/vi	ii	%	7		vi				%7	1	0	4, 1, -2, 2		4	4	0	3	0.0	0.0	0.375	0.0
34	33	7/8	7/8	4/4	2	1	V/vi			d	III		V/vi	V				vi				M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
35	34	0	0	4/4	2	1	iv6(2)/vi			d	III		iv6(2)/vi	iv		6	2	vi				m	1	0	-2, 2, 3		1	-2	2	5	0.2857142857142857	0.125	1.125	0.1
35	34	1/4	1/4	4/4	2	1	iv6/vi			d	III		iv6/vi	iv		6		vi				m	1	0	-2, 2, 1		1	-2	0	2	0.0	0.0	0.75	0.0
35	34	3/8	3/8	4/4	2	1	i/v			d	III		i/v	i				v				m	1	0	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
35	34	1/2	1/2	4/4	2	1	ii(64)/v			d	III		ii(64)/v	ii			64	v				m	1	0	2, 1, -2		2	2	0	2	0.0	0.0	0.25	0.0
35	34	5/8	5/8	4/4	2	1	ii/v			d	III		ii/v	ii				v				m	1	0	2, -1, 3		2	2	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
35	34	7/8	7/8	4/4	2	1	ii2/v			d	III		ii2/v	ii		2		v				mm7	1	0	0, 2, -1, 3		2	0	0	2	0.0	0.0	0.25	0.0
36	35	0	0	4/4	2	1	#viio/v			d	III		#viio/v	#vii	o			v				o	1	0	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
36	35	1/8	1/8	4/4	2	1	i/v			d	III		i/v	i				v				m	1	0	0, -3, 1		0	0	1	4	0.2	0.0625	0.6875	0.08333333333333333
36	35	3/8	3/8	4/4	2	1	ii%43/v			d	III		ii%43/v	ii	%	43		v				%7	1	0	-4, 0, 2, -1		2	-4	0	4	0.0	0.0	0.625	0.0
36	35	1/2	1/2	4/4	2	1	V(64)/v			d	III		V(64)/v	V			64	v				M	1	0	1, 0, -3		1	1	3	5	0.375	0.1875	0.8125	0.1875
36	35	3/4	3/4	4/4	2	1	V/v			d	III		V/v	V				v				M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.625	0.0
36	35	7/8	7/8	4/4	2	1	V7/v			d	III		V7/v	V		7		v				Mm7	1	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
37	36	0	0	4/4	2	1	V(4)			d	III		V(4)	V			4					M	1	0	0, -1, 1		0	0	0	4	0.0	0.0	0.625	0.0
37	36	1/8	1/8	4/4	2	1	V			d	III		V	V								M	1	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	1.1875	0.05
37	36	3/8	3/8	4/4	2	1	IV6(+2)			d	III		IV6(+2)	IV		6	+2					M	1	0	2, -1, -2	0	-2	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
37	36	1/2	1/2	4/4	2	1	V6			d	III		V6	V		6						M	1	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
37	36	5/8	5/8	4/4	2	1	I			d	III		I	I								M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
37	36	3/4	3/4	4/4	2	1	viio6(2)			d	III		viio6(2)	vii	o	6	2					o	1	0	1, -2, -1		4	1	0	3	0.0	0.0	0.75	0.0
37	36	7/8	7/8	4/4	2	1	viio6			d	III		viio6	vii	o	6						o	1	0	1, -2, 4		4	1	0	1	0.0	0.0	0.125	0.0
38	37	0	0	4/4	2	1	I(4)}{			d	III		I(4)	I			4				}{	M	1	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.625	0.0
38	37	1/8	1/8	4/4	2	1	I|IAC			d	III		I	I						IAC		M	1	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.9375	0.0625
38	37	3/8	3/8	4/4	2	1	I(64)			d	III		I(64)	I			64					M	1	0	-1, -2, 2		-1	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
38	37	1/2	1/2	4/4	2	1	V7/IV			d	III		V7/IV	V		7		IV				Mm7	1	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.875	0.0
38	37	5/8	5/8	4/4	2	1	V(64)/IV			d	III		V(64)/IV	V			64	IV				M	1	0	-1, -2, 2		-1	-1	0	2	0.0	0.0	0.25	0.0
38	37	3/4	3/4	4/4	2	1	V7/IV			d	III		V7/IV	V		7		IV				Mm7	1	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.875	0.0
39	38	0	0	4/4	2	1	ii(4)			d	III		ii(4)	ii			4					m	1	0	1, 0, 2		1	1	0	4	0.0	0.0	0.75	0.0
39	38	1/8	1/8	4/4	2	1	ii			d	III		ii	ii								m	1	0	1, -2, 2		1	1	1	5	0.16666666666666666	0.0625	1.3125	0.045454545454545456
39	38	3/8	3/8	4/4	2	1	i.iio6			d	i		iio6	ii	o	6						o	1	1	1, -2, 4		4	1	0	1	0.0	0.0	0.125	0.0
39	38	1/2	1/2	4/4	2	1	V2			d	i		V2	V		2						Mm7	1	1	1, 3, 7, 4		3	1	3	5	0.375	0.375	0.5	0.42857142857142855
39	38	3/4	3/4	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
39	38	7/8	7/8	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
40	39	0	0	4/4	2	1	V(64)			d	i		V(64)	V			64					M	1	1	3, 2, -1		3	3	0	3	0.0	0.0	0.375	0.0
40	39	1/8	1/8	4/4	2	1	iio/iv			d	i		iio/iv	ii	o			iv				o	1	1	3, 0, -3		3	3	2	5	0.2857142857142857	0.125	0.875	0.125
40	39	3/8	3/8	4/4	2	1	ii%2/iv			d	i		ii%2/iv	ii	%	2		iv				%7	1	1	1, 3, 0, -3		3	1	0	2	0.0	0.0	0.25	0.0
40	39	1/2	1/2	4/4	2	1	V6/iv			d	i		V6/iv	V		6		iv				M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.3125	0.0
40	39	5/8	5/8	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.6875	0.15384615384615385
40	39	7/8	7/8	4/4	2	1	iv2			d	i		iv2	iv		2						mm7	1	1	-1, 1, -2, 2		1	-1	0	2	0.0	0.0	0.25	0.0
41	40	0	0	4/4	2	1	V65/III			d	i		V65/III	V		65		III				Mm7	1	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.4375	0.0
41	40	1/8	1/8	4/4	2	1	III			d	i		III	III								M	1	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.8125	0.13333333333333333
41	40	3/8	3/8	4/4	2	1	IIIM2			d	i		IIIM2	III	M	2						MM7	1	1	4, -1, 3, 0		-1	4	0	2	0.0	0.0	0.25	0.0
41	40	1/2	1/2	4/4	2	1	VIM65			d	i		VIM65	VI	M	65						MM7	1	1	2, -1, 3, -2		-2	2	0	2	0.0	0.0	0.3125	0.0
41	40	5/8	5/8	4/4	2	1	iio			d	i		iio	ii	o							o	1	1	4, 1, -2		4	4	2	4	0.3333333333333333	0.125	0.6875	0.15384615384615385
41	40	7/8	7/8	4/4	2	1	ii%2			d	i		ii%2	ii	%	2						%7	1	1	2, 4, 1, -2		4	2	0	2	0.0	0.0	0.25	0.0
42	41	0	0	4/4	2	1	V65			d	i		V65	V		65						Mm7	1	1	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.625	0.0
42	41	1/8	1/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
42	41	3/8	3/8	4/4	2	1	iv6			d	i		iv6	iv		6						m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
42	41	1/2	1/2	4/4	2	1	V			d	i		V	V								M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
42	41	5/8	5/8	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.5	0.0
42	41	3/4	3/4	4/4	2	1	#viio6			d	i		#viio6	#vii	o	6						o	1	1	4, 1, 7		7	4	0	4	0.0	0.0	0.5	0.0
42	41	7/8	7/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	1	4	0.2	0.0625	0.4375	0.125
43	42	0	0	4/4	2	1	V6			d	i		V6	V		6						M	1	1	7, 4, 3		3	7	0	4	0.0	0.0	0.875	0.0
43	42	1/8	1/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
43	42	1/4	1/4	4/4	2	1	v6			d	i		v6	v		6						m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	0.5	0.0
43	42	3/8	3/8	4/4	2	1	iv6			d	i		iv6	iv		6						m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
43	42	1/2	1/2	4/4	2	1	V(4)}{			d	i		V(4)	V			4				}{	M	1	1	3, 2, 4		3	3	0	4	0.0	0.0	0.625	0.0
43	42	5/8	5/8	4/4	2	1	V|HC			d	i		V	V						HC		M	1	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
43	42	7/8	7/8	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
44	43	0	0	4/4	2	1	#viio6			d	i		#viio6	#vii	o	6						o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.375	0.0
44	43	1/8	1/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
44	43	1/4	1/4	4/4	2	1	iv64			d	i		iv64	iv		64						m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	0.5	0.0
44	43	3/8	3/8	4/4	2	1	V65			d	i		V65	V		65						Mm7	1	1	7, 4, 1, 3		3	7	0	2	0.0	0.0	0.5	0.0
44	43	1/2	1/2	4/4	2	1	V(4)/iv			d	i		V(4)/iv	V			4	iv				M	1	1	2, 1, 3		2	2	0	2	0.0	0.0	0.375	0.0
44	43	5/8	5/8	4/4	2	1	V/iv			d	i		V/iv	V				iv				M	1	1	2, 6, 3		2	2	1	4	0.2	0.0625	0.5625	0.1
44	43	7/8	7/8	4/4	2	1	i6/iv			d	i		i6/iv	i		6		iv				m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
45	44	0	0	4/4	2	1	#viio6/iv			d	i		#viio6/iv	#vii	o	6		iv				o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
45	44	1/8	1/8	4/4	2	1	i/iv			d	i		i/iv	i				iv				m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.5	0.0
45	44	1/4	1/4	4/4	2	1	iv64/iv			d	i		iv64/iv	iv		64		iv				m	1	1	1, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
45	44	3/8	3/8	4/4	2	1	V65/iv			d	i		V65/iv	V		65		iv				Mm7	1	1	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.5	0.0
45	44	1/2	1/2	4/4	2	1	iv(4)}{			d	i		iv(4)	iv			4				}{	m	1	1	1, 0, 2		1	1	0	2	0.0	0.0	0.25	0.0
45	44	5/8	5/8	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
45	44	3/4	3/4	4/4	2	1	V65/III			d	i		V65/III	V		65		III				Mm7	1	1	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.375	0.0
45	44	7/8	7/8	4/4	2	1	III			d	i		III	III								M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
46	45	0	0	4/4	2	1	IVM65			d	i		IVM65	IV	M	65						MM7	1	1	5, 2, 6, 1		1	5	4	1	0.8	0.625	0.125	0.8333333333333334
46	45	1/8	1/8	4/4	2	1	iio			d	i		iio	ii	o							o	1	1	4, 1, -2		4	4	0	4	0.0	0.0	0.875	0.0
46	45	1/4	1/4	4/4	2	1	v65			d	i		v65	v		65						mm7	1	1	0, 4, 1, 3		3	0	0	2	0.0	0.0	0.375	0.0
46	45	3/8	3/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.875	0.0
46	45	1/2	1/2	4/4	2	1	iv65			d	i		iv65	iv		65						mm7	1	1	-2, 2, -1, 1		1	-2	0	2	0.0	0.0	0.375	0.0
46	45	5/8	5/8	4/4	2	1	VII			d	i		VII	VII								M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.875	0.0
46	45	3/4	3/4	4/4	2	1	IIIM65			d	i		IIIM65	III	M	65						MM7	1	1	3, 0, 4, -1		-1	3	0	2	0.0	0.0	0.375	0.0
46	45	7/8	7/8	4/4	2	1	VI			d	i		VI	VI								M	1	1	-2, 2, -1		-2	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
47	46	0	0	4/4	2	1	ii%65			d	i		ii%65	ii	%	65						%7	1	1	1, -2, 2, 4		4	1	0	4	0.0	0.0	0.5	0.0
47	46	1/8	1/8	4/4	2	1	V		V2	d	i		V	V								M	1	1	3, 7, 4		3	3	1	3	0.25	0.0625	0.4375	0.125
47	46	1/4	1/4	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
47	46	3/8	3/8	4/4	2	1	#viio6			d	i		#viio6	#vii	o	6						o	1	1	4, 1, 7		7	4	1	4	0.2	0.0625	0.4375	0.125
47	46	1/2	1/2	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	1	4	0.2	0.0625	0.4375	0.125
47	46	5/8	5/8	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	3	5	0.375	0.25	0.75	0.25
47	46	7/8	7/8	4/4	2	1	iv7			d	i		iv7	iv		7						mm7	1	1	1, -2, 2, -1		1	1	0	4	0.0	0.0	0.5	0.0
48	47	0	0	4/4	2	1	V|HC}{			d	i		V	V						HC	}{	M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
48	47	1/8	1/8	4/4	2	1	V6			d	i		V6	V		6						M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	0.5	0.0
48	47	1/4	1/4	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
48	47	3/8	3/8	4/4	2	1	#viio43			d	i		#viio43	#vii	o	43						o7	1	1	1, -2, 7, 4		7	1	0	4	0.0	0.0	0.5	0.0
48	47	1/2	1/2	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
48	47	5/8	5/8	4/4	2	1	V6/iv			d	i		V6/iv	V		6		iv				M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.5	0.0
48	47	3/4	3/4	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
48	47	7/8	7/8	4/4	2	1	#viio43/iv			d	i		#viio43/iv	#vii	o	43		iv				o7	1	1	0, -3, 6, 3		6	0	0	4	0.0	0.0	0.5	0.0
49	48	0	0	4/4	2	1	iv6			d	i		iv6	iv		6						m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
49	48	1/8	1/8	4/4	2	1	i64			d	i		i64	i		64						m	1	1	3, 2, -1		2	3	0	3	0.0	0.0	0.625	0.0
49	48	1/4	1/4	4/4	2	1	iv7			d	i		iv7	iv		7						mm7	1	1	1, -2, 2, -1		1	1	0	1	0.0	0.0	0.125	0.0
49	48	3/8	3/8	4/4	2	1	#viio64			d	i		#viio64	#vii	o	64						o	1	1	1, 7, 4		7	1	2	6	0.25	0.125	0.625	0.16666666666666666
49	48	5/8	5/8	4/4	2	1	i6			d	i		i6	i		6						m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
49	48	3/4	3/4	4/4	2	1	VII6			d	i		VII6	VII		6						M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
49	48	7/8	7/8	4/4	2	1	VI6			d	i		VI6	VI		6						M	1	1	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
50	49	0	0	4/4	2	1	V6			d	i		V6	V		6						M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	0.625	0.0
50	49	1/8	1/8	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
50	49	1/4	1/4	4/4	2	1	v6			d	i		v6	v		6						m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.25	0.0
50	49	3/8	3/8	4/4	2	1	iv6			d	i		iv6	iv		6						m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
50	49	1/2	1/2	4/4	2	1	V[V|HC}{			d	i	V	V	V						HC	}{	M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	0.75	0.0
50	49	3/4	3/4	4/4	2	1	i			d	i		i	i								m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
50	49	7/8	7/8	4/4	2	1	#viio43			d	i		#viio43	#vii	o	43						o7	1	1	1, -2, 7, 4		7	1	0	3	0.0	0.0	0.375	0.0
51	50	0	0	4/4	2	1	I			d	i		I	I								M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
51	50	1/8	1/8	4/4	2	1	#viio/iv			d	i		#viio/iv	#vii	o			iv				o	1	1	6, 3, 0		6	6	0	2	0.0	0.0	0.25	0.0
51	50	1/4	1/4	4/4	2	1	iv			d	i		iv	iv								m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.25	0.25	0.5
51	50	3/8	3/8	4/4	2	1	#viio43/iv			d	i		#viio43/iv	#vii	o	43		iv				o7	1	1	0, -3, 6, 3		6	0	0	3	0.0	0.0	0.375	0.0
51	50	1/2	1/2	4/4	2	1	IV6			d	i		IV6	IV		6						M	1	1	5, 2, 1		1	5	1	3	0.25	0.25	0.375	0.4
51	50	5/8	5/8	4/4	2	1	#viio/v			d	i		#viio/v	#vii	o			v				o	1	1	8, 5, 2		8	8	0	2	0.0	0.0	0.25	0.0
51	50	3/4	3/4	4/4	2	1	v			d	i		v	v								m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
